name,raw_review,date
Maria Elisa Souza Lima,"Excelente atendimento, aplicativo funcional e soluções atendidas.",9 de janeiro de 2020
Mateus Lisboa,"Pra ser 100% digital, so falta atendimento online pelo app.",11 de janeiro de 2020
leandro Donato,Muito bom e eficiente Parabéns gosto muito de poder usar esse spp.me facilita demais as transacoes.,21 de janeiro de 2020
pão fácil Cristina,"gosto da comudidade, facilidade com que realizo meus procedimentos tanto no caixa eletrônico quanto dentro da agência com os funcionários.",21 de janeiro de 2020
Vanderlania Cassimiro,"Muito bom,mas de vez em quando aparece uma mensagem para atualizar a senha , e se a internet nao tiver muito bem ai que aparece com frequência e bloqueia a conta, e o app é muito pesado. Mais no todo é bom.",23 de janeiro de 2020
Carina Castro,"Tem alguns dias que não consigo consultar o extrato do meu cartão de crédito, só mostra um aviso que o cliente não possui cartões e também erro.",20 de janeiro de 2020
IVONE DA SILVA OLIVEIRA,muito útil. nesse app vc tem o controle de tudo sem sair de casa .mais comodidade.muito bom super recomendo.,23 de janeiro de 2020
Eliton monteiro,"O aplicativo é muito bom , eu só não consigo resgatar a minha recompensa digital .",21 de janeiro de 2020
Antonio Souza,É ótimo prático facilita muito só o fato de não ter que se deslocar até à agência é uma beleza.,25 de janeiro de 2020
Evelyn Novais,"Não estou conseguindo ver minhas faturas, nem limites do nada o app de bug, fui no autoatendimento cadastrei novamente o celular e não adiantou de nada",23 de janeiro de 2020
Marcos rogerio Silva assis,Muito bom tenho pouco tempo de uso mais percebi que têm muita facilidade pra usar o app e é muito fácil valeuuu,25 de janeiro de 2020
paulo fernandes dos santos,"Não consegui fazer pagamentos em feriados e finais de semana. Não realiza transferências acima de R$500,00.",27 de janeiro de 2020
Marcos Parente,"O aplicativo é ótimo, porém de uns 20 dias pra cá não consigo entrar no minha conta. Aparece a seguinte mensagem "" NÃO FOI POSSÍVEL CONECTAR"" ai minha internet está tudo OK, mas não consigo entrar no aplicativo. Gostaria de ajuda para solucionar esse problema por favor. Desde já agradeço!",14 de dezembro de 2019
Jéssica Araujo,"Fiz a solicitação de um cartão na semana do Black Friday, fiz o processo, foi me apresentada uma mensagem de análise, que eu acompanhasse pelo app. Porém, uma semana depois, acessei o app e ele me direcionou para uma nova solicitação de cartão, fui pra o internet banking e não consegui acompanhar por lá pois fala que eu já iniciei a solicitação por outro canal, liguei hoje na central do BB e pra minha surpresa não localizaram nenhuma proposta como se eu nunca tivesse solicitado. Péssimo!!!",18 de dezembro de 2019
Nadia Xavier,Pessimo aplicativo. Quero fazer apenas uma alteraçao do meu contato antigo e nao consigo. Ja fui varias vezes no BB fisico e alegam que minha esta normal. Sendo que ha uma grande falta de informaçao entre todos. E estou deveras chateada com este banco. Deixo aqui a minha insastifaçao e injuria em relaçao a vcs que nao sabem resolver nada e muito menos da um norte ao correntista. Falei com mais de 5 atendentes hoje e ninguem soube me explicar nada. Definitivamente nao recomendo.,17 de dezembro de 2019
ramosacf,"Tive muito receio anteriormente de utilizar o aplicativo, devido a suspeita de segurança, mas estou plenamente satisfeito após a instalação. Vi que é muito seguro, e veio para facilitar a minha vida.",2 de janeiro de 2020
Rogério Souza,"Ótimo aplicativo, rápido e simples de usar. Meu único ponto negativo é que os valores em CONTA-SALARIO não aparece no saldo total, você precisa perfilar até o extrato pra encontrar o valor.",30 de dezembro de 2019
Arthur Auzier,"Criei minha conta no app , transferi 50reais pra conta pra poder ter direito a um cartão,porém no dia seguinte que transferi o dinheiro a conta foi bloqueada por suspeita de fraude,agora vou ter que ir no banco resolver isso??? Se eu criei a conta pelo app justamente para não r ao banco;/ Tou chateado com isso. Se puderem me ajudar eu agradeço",20 de dezembro de 2019
Adriana Marciano,"este app é muito bom mas precisa de melhorias, como no período de carência, demora muito para enviar o cartão e sem o cartão não consigo fazer nada, é muito melhor que o cliente abra a conta e o cartão já fosse enviado pra conseguir movimentar a conta quando melhorar dou 5 estrelas",6 de janeiro de 2020
Carleane Silva,"App muito bom!consigo resolver o q quero por ele!!!ao contrário da minha agência que o atendimento é péssimo pelos funcionários,até hoje passei umas três horas em pé pra ser atendido e ninguém saiu pra dá uma satisfação",6 de janeiro de 2020
Juninho Game Plays,"Com o pouco tempo que tenho para ir à agência , este App agiliza muito a minha vida tanto pessoal quanto bancária, por não ser complicado . Recomendo.",11 de janeiro de 2020
Juliana Leal,"No geral eu gosto do aplicativo, acho prático e claro... principalmente quando comparo com outros bancos ...mas acho que podem melhorar um pouco mais e tenho certeza que fazem esforços para isso! 😉",8 de janeiro de 2020
Sergio Sakai,O aplicativo é bom mas um pouco pesado para dispositivos com menos capacidade. O leitor de QR code para habilitar o aplicativo no aparelho está em um péssimo lugar e confunde-se com o outro leitor de QR code.,9 de janeiro de 2020
Isack Bruno,"O aplicativo constantemente não está fornecendo as informações, aparece como indisponíveis, sendo necessário reiniciar. Isto acontece mesmo depois de reinstalar o aplicativo.",17 de janeiro de 2020
Bene Santos,Comecei agora mais estou satisfeita com o atendimento dos funcionários e o Banco virtual também estão todos de parabens,23 de janeiro de 2020
Valdemar Alves,Toda vez que tento antecipar um pagamento o aplicativo não atende minha solicitação e agenda o pagamento!,24 de janeiro de 2020
Dinorá Novak,"Troquei de celular, cadastrei minha digital e, não consigo pagar minhas contas pelo aplicativo",26 de janeiro de 2020
Alison Silva,"Ótimo aplicativo, prático fácil de usar e seguro.",27 de janeiro de 2020
LEONARDO DELFINO SOUSA,"Funcionalidades acima da média do mercado, estão no caminho certo Banco do Brasil.",26 de janeiro de 2020
Lucio Flavio,App muito satisfatório. É justamente a comodidade de não se precisar de estar indo na agência (física) como se fazia antigamente. Excelente inovação tecnológica. Parabéns.,6 de janeiro de 2020
Marcos Antonio da Silva,Excelente. Muito prático e rápido. Bem acessível e ótimo designer.,25 de janeiro de 2020
Aprenda fazer,"Meu aplicativo do celular bloqueou sozinho , o caixa disse que o banco que bloqueou por questão de segurança Pq tinham apps tentando fazer transferências. Tentei desbloquear do caixa eletrônico não deu certo . Tentei desbloquear ate la dentro com eles , falaram que tava certo mas quando fui entrar apareceu novamente "" senha bloqueada"" . Ate hoje não consigo mais usar o app.",10 de dezembro de 2019
Luis Carlos Pervertido,"Referente a parte do cartão de crédito do banco. A fatura não explica nada. Vem toda embolado. Fizeram uma sacanagem com as parcelas. Certo erra para pagar nov, dez, Jan Mas mudaram o mês de dez (segunda parcela) para Janeiro. Atualizam o APP para melhora a leitura da fatura do cartão de crédito...",16 de dezembro de 2019
Flávio Patrício Doro,"Precisei habilitar meu tablet para fazer transferências com o App mas não tive sucesso. A habilitação exige que a câmera do aparelho reconheça um QR Code exibido na tela do caixa eletrônico, mas tentei em vários caixas e em nenhum caso meu aparelho exibiu o código correspondente. Deveria existir um método alternativo de habilitação.",16 de dezembro de 2019
Fabriciana Dos Santos Oliveira,"Muito prático,aplicativo muito rápido e facilidade em obter informações,sem travamentos,e com upgrad maravilhoso que restaura as informações perdidas de onde você parou,muito satisfeita e ansiosa para desfrutar dos meu futuro cartão de crédito,e todos outros benefícios melhor banco pra mim,recomendo...",19 de dezembro de 2019
gerson ferraz martins,"O aplicativo é ótimo e muito democrático, servindo como um espaço ao consumidor para administrar seu salário . Meu contentamento com o produto tem sido grande. Porém, falta espaço para um cancelamento de um item que não tem sido bom para mim no momento, talvez isso prejudica o pleno desenvolvimento do próprio aplicativo.",20 de dezembro de 2019
Alexandre Souza,"Foi a pior experiência que eu tive , um péssimo banco , lixo mesmo , fui pagar uma fatura , o aplicativo informava que o limite era de 3.000 reais e quando fui pagar um valor de 2.100 informava que excedia o limite diária , cara , no mundo atual , um banco deste sobreviver ? Só sendo estatal mesmo , esse foi somente um problema que tivemos , comprei um carro ontem e tive que fazer dois docs os ted era impossível , os seus funcionários são imprestáveis parasitas do povo brasileiro .",17 de dezembro de 2019
Geovana Silva,"Boa tarde!! Gostaria que alguém me ajudasse. Eu estava colocando a senha pra entrar no app errado. E aconteceu o bloqueio. E nisso apareceu que eu tinha que ir até o banco pra desbloquear. Fui até o banco e pedi pra desbloquear. E a moça disse que desbloqueio. Porém fiz a minha conta há uma semana, e não tenho o cartão. E logo depois que sai do banco, entrei no app, e coloquei os dados pra entrar, porém ainda está dando que está bloqueado, porque ?",20 de dezembro de 2019
G Sevilha,"Foi só atualizar que os problemas começaram, sempre que tento usar a funçao sms via numero pessoal, é pedir pra se frustrar. O codigo nunca chega, posso esperar por horas e ate mesmo dias e nada! Esse app da mais dor de cabeça que enfrentar a fila pra pagar uma conta",17 de dezembro de 2019
Maristela Fernandes,"Muito bom dinâmico e informações claras precisa melhorar a parte de cartões de crédito com mais informações ,tipo data de corte da fatura , limites . E também a parte de empréstimos para verificação de quantas parcelas tem pagas , e possibilidades de antecipação ou quitação pelo aplicativo.",17 de dezembro de 2019
Hering Sobral,"Eu, particularmente não aceitava de modo algum fazer qualquer por este aplicativo, de tanto minhas filhas falarem que eu me expunha em ir ao banco, resolvi aceitar a sugestão-imposição. Hoje, sei o quanto é bom e importante. Não preciso mais sair de casa para fazer pagamentos ou transferência. Tudo muito ágil. Valeu!!! . .Obrigada filhas pela insistência.",27 de dezembro de 2019
Vera Gracia Lorenzon Ferreira,"Desde que o app foi atualizado nao consigo mais acessar minha conta. A atualuzacao de senha nao funciona. Fui ao banco e o atendente disse que deveria reinstalar o app pius era virus, fiz o que foi recomendado... Inclusive resetei o celular e reinstalei tudo do zero e nao adiantou.",30 de dezembro de 2019
Jonas Gouveia,Não consigo nem fazer fazer uma consulta através deste apps. Pedi a senha é não valida. Tem um teclado numérico que de nada serve. Nem sensor p biometria existe! É lamentável ! É tudo que consigo sentir! Deixa a desejar; vou desinstalar isso... se não acabo quebrando o meu celular. Infelizmente!,29 de dezembro de 2019
Edson Batista,"Até é um bom aplicativo, mas não ter opção para pagar IPVA via app é ridículo. Não tenho computador em casa e preciso me deslocar até o caixa eletrônico para fazer a operação. 👎",6 de janeiro de 2020
Rebeca Johns,"Informações desatualizadas. App diz que eu não tenho cartão. Uma completa perda de tempo. Algo que deveria funcionar para te fornecer praticidade e conforto,acaba sendo o oposto.",9 de janeiro de 2020
Luciana Clementino,"Muito boa ,só ñ gosto do fato de ter um cartão de crédito, com tanto tempo sendo cliente.",11 de janeiro de 2020
Deyse Duarte,"Amo esse aplicativo, consigo resolver tudo o que preciso por meio dele. Parabéns Banco do Brasil.",20 de janeiro de 2020
Fabiana Santana,Atende todas as minhas necessidades! Muito fácil e completo! 😍,22 de janeiro de 2020
Sergio Campanaro,Quero fazer uma aplicação em finco e o aplicativo insiste em que eu responda um questionário. Após responder ele retorna a está mesma exigência. Por favor consertem isso que que é um saco para o cliente. Sejam mais objetivos e atendam às pespectivas do cliente. Sem muita burocracia.,26 de janeiro de 2020
Ju Vilas Boas,"O app é muito importante devido a facilidade de podermos efetuar pagamentos e outras ações em nossa conta, sugestão de melhoria nas mensagens, pois tem assuntos que não é claro, poderia ter um chat direto para esclarecimentos. Nem sempre quando ligamos tiramos as dúvidas , muitas vezes é necessário deslocarmos a agência para esclarecimentos.",9 de dezembro de 2019
Silas Jordon Pito,"As vezes trava e não me permite se quer acessar minha conta, e pouca autonomia pra alterações nos limites de crédito ou para transferência de valores e pagamentos tendo que me deslocar para o caixa eletrônico para tais ações, e tbm poderia oferecer mais informações sobre os locais onde fora passado o cartão no exato momento da compra, como alerta !@",10 de dezembro de 2019
Cleibe Almeida,"O aplicativo é muito bom, porém quando precisei desligar o aparelho é remover a bateria pra limpeza do telefone, aoteligar o aparelho meu aplicativo BB não fez transferência e pagamentos, tive que ir novamente a agência cadastra nova senha pra essas transações. Diferente de outros aplicativos de bancos que tenho.",20 de dezembro de 2019
Laíza de Jesus,"Tenho muita facilidade em operar neste aplicativo. Ele funciona bem tanto no wi-fi quanto na internet do celular, em casos de estarmos na rua. Muita praticidade e eficiência.",10 de janeiro de 2020
Daniel carvi,"Excelente, melhor q o próprio caixa eletrônico, sistema fácil e simples de usar. Gostei da opçãos recentes, assim n preciso ficar procurando a mesma coisa toda hora, basta ir em recente e pronto, sem ter q ficar navegando pelas abas.",30 de dezembro de 2019
leonarde gomes alves da silva,"Este app é pessimo, terrivelmente ruim como tudo q é público!! Já bloqueou a minha senha de acesso ao app varias vezes sem eu ter errado uma única vez?!....sem contar q em plena era tecnológica vc ter q ir até a agencia para alterar um endereço é jurássico.",7 de janeiro de 2020
Lucimeire Sousa,"Eu não consigo fazer a transferência para outra conta bancária. Deveria ser muito mais fácil , mas é muito complicado sempre pede para entrar em contato com agência bancária",10 de janeiro de 2020
valdirene caldeira,"Mim ajudem por favor , não terminei meu cadastro e quando entro no app , e coloco na opção de abrir conta novamente aparece que já tenho cadastro mais não terminei de concluir e não tem como eu entrar no app BB por causa que não recebi os dados do cartão 🤔☹️☹️☹️☹️",9 de janeiro de 2020
Henrique Hennry,Só não é 100% pq não mostra quem foi que fez a transferecia para minha conta . Aplicativos de outros banco já fazem.,22 de janeiro de 2020
Amarildo Madona,"Simples assim, Vocês poderiam copiar o app do Itaú , veio da de 10 a 0 no app do BB.",22 de janeiro de 2020
Giane Fortunato,"App de fácil uso e atende todas minhas necessidades, recomendo.",19 de janeiro de 2020
Riobaldt Alves,"Não exibe funções como pagamento de taxa obrgatória Detran MG, IPVA , Licenciamento de veículos e seguro.",26 de janeiro de 2020
Jojo Machado,Ótimo aplicativo... principalmente para a cidade como a minha que não tem agência...,24 de janeiro de 2020
Danilo Barbosa de Oliveira,Da pra fazer praticamente todas as transações pelo aplicativo...excelente !!!,21 de janeiro de 2020
Filipe Falcão,"Fácil utilização, sem burocracia e todos os recursos necessários disponíveis.",24 de janeiro de 2020
Custódio Leandro de Barros,O reconhecimento é válido...Disparadamente é o melhor app bancário! Se melhorassem um pouco o de investimentos ficaria perfeito!,22 de janeiro de 2020
Deyse Miranda,"Prático, de fácil manuseio e extremamente útil para tarefas bancárias do dia a dia.",21 de janeiro de 2020
Bruh Proença,"Baixei o aplicativo,quando vou entrar pede o numero da conta etc..até ai ok.o problema é que não tenho,pois abri pelo app,e não me informaram nada,e agora?",26 de janeiro de 2020
Elcio Almeida,"Deixa a desejar! Pagamentos Detran precisam preencher Renavan todas as vezes. Se há está cadastrado veículo, por que não a opção de selecionar igual App do Itaú. Isso desde 2019... Alguém lê esta avaliação?",5 de janeiro de 2020
Edvan Silva,"O Melhor App, porém o pior Banco, se pagou alguma dívida com desconto, esquece, nunca mais terá crédito nessa instituição. Gostaria muito de ter novamente operações de crédito com o Banco, mas infelizmente não possível, sou um cliente na lista negra do banco, mesmo tendo pago a dívida!",16 de dezembro de 2019
Guilherme Campos,muito simples e útil. faço tudo pelo o aplicativo. realmente os parabéns aos desenvolvedores.,17 de janeiro de 2020
Washington B. M.,"Propaganda enganosa, em nenhum momento é falado que o aplicativo não permite abrir CONTA POUPANÇA, pelo contrário, diz ""o Banco inteiro com apenas um toque"". Instalei e pra surpresa minha só achei a opção de abrir conta corrente. Não preciso de conta corrente, e teria que pagar taxas desnecessárias pra mim.",9 de dezembro de 2019
Lena Santos,"O aplicativo é muito facil de lidar, apenas o leitos de código de barras para alguns boletos, sempre demora muito. Cemig por exemplo. Acho que deveriam ver isso.",9 de janeiro de 2020
Renderson Sampaio,"O banco vem se aprimorando e investindo em tecnologia porém, sempre há algo a melhorar!",13 de janeiro de 2020
rezinha pereira,"Ótimo, super prático e resolutivo, faço tudo que preciso pelo aplicativo, muito bom mesmo...",25 de janeiro de 2020
Marcos Avila,"Bom, porém poderia ter uma opção de exportar os consumo por categoria para PDF ou excell",16 de janeiro de 2020
Roberta Selli,"Em caso de emergencia como um roubo de celular nao conseguimos fazer o bloqueio do acesso do aplicativo, nem alterar o numero de celular e o pior a central telefonica tambem nao resolve o problema, somente caixa eletronico, onde estou e horario nao tenho acesso, estou a merce da sorte",29 de dezembro de 2019
Eva Maria Flesch,"Fiquei 21 dias com celular bloqueado. Fui varias vezes ao banco, assistência técnicas, formatei celular, sempre sem resultado. Da última vez informaram que o celular estava infectado (trojan) Devo confessar que cheguei a ficar Muito chateada. Me debrucei sobre o celular até desconfiar que algum aplicativo estaria provocando tudo isso. Eu acertei. Desinstalei este (mapa do céu) e reinstalei o do BB. FUNCIONOU. Fica a dica!!",23 de dezembro de 2019
Ericson Oliveira,"Faz o básico, a parte de demonstrativo é confusa, não existe relatórios básicos de gastos no cartão de débito, merecia gráficos de gatos, merecia relatórios de filtragem automáticos, vlw",6 de janeiro de 2020
Antônio Cunha,já que você vai no banco autoriza a liberação do aplicativo ele deveria ti oferece todos os serviços tipo transferência i outros sem necessidade de volta no banco de novo?,12 de janeiro de 2020
Luciano jop,"Este app ficou muito bom, fácil acesso aos dados da conta e o detalhamento ajuda bastante também.",13 de janeiro de 2020
marisana Monteiro,"Não consigo visualizar nada, nem saldo. E qdo tento fazer algo diz q meu tempo expirou",10 de janeiro de 2020
Jesus Moraes,"Ótimo aplicativo, as ves da trabalho pra entrar pelo Wi-fi mais pelos dados móveis nunca falha.",24 de janeiro de 2020
Flavio Germano,"App bom, poderiam colocar a opção da agenda financeira, o que não encontrei e nunca consegui usar o leitor de código de barras. No entanto, não preciso mais ficar em filas quilométricas 👍",8 de janeiro de 2020
Francisco Ferreira de Araújo,"Não estou conseguindo salvar ou compartilhar o comprovante em pdf, aparece a seguinte mensagem ""Espere enquanto o comprovante é gerado"" e nunca é gerado. Habilitado para o app ter acesso a memória do telefone conforme o desenvolvedor do app recomendou e ficou tudo certo agora. App muito importante e útil, estou com minha agência na palma da minha mão. Obrigado por tudo",18 de dezembro de 2019
Josemir Farias,"O aplicativo aparentemente parece funcionar bem, mais quando eu vou nos terminais de auto atendimento não consigo abilitar o meu smartphone, pois quando vou fazer a leitura via QR code a tela do meu aparelho fica toda preta. App funcionando muito bem, notei que teve muitas melhorias.",27 de dezembro de 2019
Douglas Henrique,"Incrível, solicitei um ajuste para gerar boletos e receber dinheiro me facilmente de outros bancos em questão de horas o problema foi resolvido! Aplicativo completo! Seguro, moderno, rápido e muito bem desenhado.",2 de janeiro de 2020
Renan Carlos,"Falta informações sobre o andamento de solicitações. E também, seria muito bom se quando a gente instalasse ele tivesse informações sobre o que faz cada opção daquelas, o que é possível fazer com o aplicativo ou então um link para acessar essas informações. Mas em geral ele é um bom app, útil e ajuda muito. Se pensarem no que eu disse darei mais estrelas 😁",21 de dezembro de 2019
Zé Alberto Nascimento,"Prático, ágil e funcional. Recomendo. Deixa o dia-a-dia do usuário muito mais desembaraçado. Melhor custo/benefício. A App do BB veio para ficar. Continue nesse ritmo que a tendência é a fidelização do cliente.",2 de janeiro de 2020
leticia BP,O app nao esta mais mostrando meu cartao de credito (limite.faturas.extratos) antes mostrava normalmente agora aparece que o usuario nao possui cartao !,23 de janeiro de 2020
Ademir Oliveira,Não consigo acessar dados da fatura do cartão de crédito. Aparece que não possuo cartão.,24 de janeiro de 2020
Jorge Fabrício Lopes dos Santos,A opção de configuração - geral fica abrindo e fechando constantemente no Motorola One Action Android versão 10.,18 de janeiro de 2020
Marilia Santos,"O app é bom, porém a algumas semanas quando vou olhar minha fatura aparece a seguinte frase ""não ha cartoes para este cliente"", e isso torna mais dificil de acompanhar o valor que virá na fatura. Peço que por gentileza vocês resolvam esse problema! Obrigada",19 de janeiro de 2020
Carlos Campos,"Muito bom, entretanto gostaria que meus recibos, seja ele de qual operação fosse, estivessem todos disponíveis...",21 de janeiro de 2020
valdemar vieira gonçalves,Realmente! Esta existindo melhores acessibilidades se adquirir emprestimos e fazer negocios.,22 de janeiro de 2020
Joao Vitor,O aplicativo e muito útil mais e bem pesado não teria um modo de deixá-lo mais leve?,27 de janeiro de 2020
Rafael Parmegiani,O APP continua travando e fechando sempre que tento habilitar o BB Code no celular!,20 de janeiro de 2020
Ícaro Dourado,"nao consegui fazer um pagamento porque o app constou como nao autorizado, e para autorizar precisava alterar pelo internet banking, o que constava como em carencia, e que precisava ser desbloqueado em agencia. por acaso ainda estamos na idade da pedra? ir em agencia pra coisas inuteis? o BB questiona a nossa inteligencia ou falta do que fazer? detalhe: eu ja usava o app e o site antes, ou seja bloqueios por ineficiencia e bugs internos.",11 de dezembro de 2019
nayane militao,"Muito bom, facilita muito minha vida posso fazer várias coisas sem precisar ir ao banco e pegar uma fila enorme, claro que pode melhorar em alguns aspectos por exemplo podia ter a opção de pedir para aumentar o limite do cartão, como outros apps de outros bancos bjs fica a dica",24 de dezembro de 2019
M.Silvia Barrozo,"Muito rápido, prático, com muitas ferramentas até pra quem sabe usar pouco a internet. Facilitou muito minha vida e principalmente o pagamento de contas. Super aprovado.",6 de janeiro de 2020
Dalvina Carvalho,Amo o aplicativo do BB porém poderíamos pagar o IPTU sem ter que fazer um pré cadastramento na agência antes,13 de janeiro de 2020
Deyvisson Rodriques,Gosto muito do App consigo resolver tudo sem ter que enfrentar fila no banco. Só falta me dá uma resposta pro meu cartão de crédito que ainda não me liberaram. Msm com as movimentações ainda me enrola com isso.,9 de janeiro de 2020
Jorge Catalani,"otimo app, depois de atualizado muito rapido e super util,,,, parabéns,,,",10 de janeiro de 2020
Alexsander Herbert Schlindwein,Está com bug quando se tenta fazer novo pagamento. Não abre a tela.,20 de janeiro de 2020
Glauco Nardini,Nao consigo usar o app....não consigo ver fatura....nada....aparece cliente não possue cartão de crédito....no demais é um ótimo banco..,22 de janeiro de 2020
Francisco Silveira,"Melhor banco no atendimento presencial, também tem o melhor aplicativo. Amo, os serviços BB.",12 de janeiro de 2020
Marilda Yamashiro,Gosto muito do aplicativo. Funciona bem e atende minha necessidades. Apenas dois pontos que precisam ser melhorados: - Nem sempre o app dá a opção de gerar PDF/imagem de algum pagamento agendado/realizado. Não entendo o motivo. - Gostaria que tivesse a opção no app de gerar PDF de extratos e faturas do cartão.,19 de dezembro de 2019
Dryken MK,"Utilizo muito pouco. Para poucas transações bancárias é excelente, rápido e prático, bastante detalhado se você tiver paciência para modificá-lo do seu jeito.",2 de janeiro de 2020
Maciel Garreto,"O aplicativo é bom, mas falta algumas opções, como por exemplo, a opção de remover número de telefone e e-mail antigo, ajeitem isso, por favor!!! Obg. Maciel Garreto dos Santos",9 de janeiro de 2020
diego lela,Aplicativo bugado... Fui tentar realizar o cadastro da conta e na hora de realizar o upgrade de conta o botão continuar não funcionou... Cliquei em voltar e o app voltou pra tela de Sms e não deu pra fazer nada nem continuar.... fechei o app abri novamente e qdo fui colocar os dados da conta disse q a senha de 8 dígitos criada era inválida... Ai qdo cliquei em esqueci a senha disse q não foi criada.... Enfim acabei bloqueando a senha e agora vou ter q ir na agência qdo o cartão chegar afff,18 de dezembro de 2019
leomar avila,"Não era usuário de app bancário, mas por sugestão de minha mulher e meus filhos, entrei na onda e estou muito satisfeito com a facilidade de acesso e praticidade nas operações, além da segurança relativa que se tem. Valeu BB",30 de dezembro de 2019
Jeshua Rubio,"Atendimento rápido e prático, satisfaz as minhas espectativas",11 de janeiro de 2020
Ivan Castro,"Excelente, rápido, tudo que eu preciso, baixe o seu!",17 de janeiro de 2020
Jessica Amorim,"Estou tentando pagar um boleto digitando o código de barras, o boleto é pago mas o dinheiro não sai da conta",18 de janeiro de 2020
Rogenio Seixas,"Prático, fácil não trava nunca. Muito bom, atendeu expectativa.",22 de janeiro de 2020
Deejay Panda,"O App notifica que tenho que confirmar a selfie com minha identidade e o endereço!! Mas toda vez que tento, aparece SISTEMA INDISPONÍVEL, TENTE MAIS TARDE! E sempre diz Cliente não possui cartões de credito. Se eu tenho 2 cartões de credito. Preciso de ajuda pra resolver isso!!! Att: Adriano dos Santos Lobo AG: 0765-X CC: 77408-1",19 de dezembro de 2019
josenildojjv,"Péssimo! Quando vc mais precisa, ele te deixa na mão. Quando vc vai pagar algo, ele fica pedindo confirmação através de sms e mesmo vc clicando no link ele nunca autoriza. Não recomendo.",30 de dezembro de 2019
FAGNER BARBOSA,"Muito lento na questão cartão de crédito, vc faz o pagamento através de outro app banco(Bradesco) e tem que aguardar 5 dias em quanto o cartão da concorrência(itau) no máximo em dois dias já está liberado o limite, fora atualização de compras leva quase uma semanapra aparecer o que foi gasto, muito ineficiente!",26 de dezembro de 2019
Rany Nery,"Estou amando usar o app do banco do Brasil muito bom para acompanhar seu saldo, facilidade para organizar suas contas, ainda estou aprendendo a mexer nele conheço muito pouco, mas o pouco que conheço está me surpreendo.",7 de janeiro de 2020
Netto Smile,"Ótimo, pena que não funciona a função recarga de celular em conta poupança",11 de janeiro de 2020
Ernandes Ernandes,"Bom , + não faz transferência de conta poupança para outra conta corrente.",21 de janeiro de 2020
Um usuário do Google,"Para q serve o aplicativo do Bco do Brasil se tenho q me deslocar até uma agência p habilitar o QRCODE, isto é um absurdo. Tenho a captura da imagem p demonstrar a insatifacao destepa cliente. Dessa forma, espero melhor qualidade do App.",2 de janeiro de 2020
ILO ROGERIO,Atendimento excelente por parte do corpo gerencial. Rápido e oportuno!,23 de janeiro de 2020
João Antonio,Estou usando o aplicativo Banco do Brasil não sou correntista tenho o cartão Petrobras entrei na opção não correntista para ver os dados do cartão mais Sempre quando eu clico em outras opções fala que o dispositivo não está habilitado para essa função como faço para fazer essa habilitação ????????????,12 de dezembro de 2019
Everton Almeida,"O melhor! No final foi menos burocrático para oferecer crédito do que as famosas startups por aí, fui logo aprovado em um cartão sem anuidade e com um limite inicial bem alto. Melhora a cada atualização e inova também, excelente trabalho dos desenvolvedores e equipe BB. O empréstimo também ficou fácil de pedir e cai no mesmo instante na conta.",14 de dezembro de 2019
breno ribeiro,"Ás vezes avisa a entrada de dinheiro de maneira exata, ás vezes atrasa muito o aviso. Vc tem dinheiro na conta, mas quando olha no app ele simplismente não mostra o saldo correto.",6 de janeiro de 2020
Mariane Alves,"O app e muito bom,e tmb muito cômodo para nós clientes não precisa sair de casa para fazer uma transferência,até mesmo solicitar um cartão de crédito, até um empréstimo e etc... parabéns banco do Brasil cada dia Mais evoluindo.",26 de dezembro de 2019
dean martins,"Ótimo aplicativo. Sou cliente do banco do Brasil alguns anos e desde então nunca tive problemas no uso desse app, vale lembrar que facilita muito no dia dia. Super recomendo!",6 de janeiro de 2020
Rai e Rafiza Soares,Gosto muito deste app é prático e rápido. Principalmente neste mundo imediatista em que vivemos. Não tenho nada a reclamar dos funcionários da minha agência (2607-7). Aplicados e respeitosos. Lucinéa Silva.,8 de janeiro de 2020
Aline Motta Catira,"Excelente app, e banco preciso. Facilitador dos meus dias.",12 de janeiro de 2020
Bradock Jads,"Ainda tem muito q melhorar, as vezes é lento e impreciso.",10 de janeiro de 2020
Pedro Brandão,"Excelente aplicativo que veio para nos ajudar, no dia a dia, quando se precisa fazer alguma transação bancária necessária com a comodidade de não ter que ir direto ao Banco.",8 de janeiro de 2020
Rosiane Lima,Não dá para resolver todas as necessidades pelo aplicativo. Mas há outros serviços úteis.,21 de janeiro de 2020
Edmar Oliveira,Não consigo simular renovação de CDC funci com o registro do valor do troco.,24 de janeiro de 2020
Marjorie Barreto,"Abri uma conta fácil pelo App,fizeram um depósito pra mim é qdo fui sacar deu conta bloqueada e dentro da agencia fui informada q essas contas de App estão dando problemas e não descobriram o motivo do bloqueio e ainda não consegui sacar o dinheiro.",21 de janeiro de 2020
Bruninha Peixoto,"Antes eu tinha a opção de criar meu sonho, onde eu podia juntar dinheiro separado. Mas agora essa função aparece mas n está mais disponível! Triste 😪",17 de janeiro de 2020
Lais Santos,"Em comparação a outros aplicativos de Bancos, o Banco do Brasil vêm sendo o mais completo!",23 de janeiro de 2020
Auto Suporte,Ruim demais. Demora 1 ano para enviar os SMSs de confirmação.,27 de janeiro de 2020
Joao Longato,É uma maneira de tentar fazer o dinheiro render mais. Confio nas escolhas do BB para indicar aos seus clientes.,27 de janeiro de 2020
